intern_id,intern_name,task_completion_rate,avg_task_completion_time,attendance_percentage,feedback_rating,deadlines_missed,github_commits,communication_score,learning_speed,meeting_participation,work_hours_per_day,stress_level,final_performance_score,performance_category
3165,Erin Miranda,46,12.9,66,3.7,4,107,3,9,3,6.3,7,32.76,Needs Improvement
3166,Nicholas Pineda,54,13.63,57,4.9,0,149,10,6,6,6.9,7,46.87,Needs Improvement
3167,David Thompson,51,5.89,59,4.6,6,115,6,6,9,4.3,4,49.38,Needs Improvement
3168,Raymond Gutierrez,87,3.44,96,4.4,8,166,10,7,2,9.2,3,75.31,Average
3169,Mark Lee,82,5.77,92,1.4,5,251,10,4,4,8.0,6,53.81,Needs Improvement
3170,Timothy Irwin,59,14.0,83,4.0,2,293,6,1,3,5.5,7,43.68,Needs Improvement
3171,Joshua Navarro,59,13.11,68,2.0,5,163,7,10,1,7.8,2,42.99,Needs Improvement
3172,Krystal Walsh,86,8.22,51,2.1,2,214,1,8,4,4.3,5,43.16,Needs Improvement
3173,Jason Lawson,62,13.78,74,3.8,1,98,2,1,5,8.8,7,40.46,Needs Improvement
3174,Jessica Evans,68,2.33,83,4.3,5,148,5,10,1,10.2,10,61.71,Average
3175,Abigail Mendoza,55,12.82,64,3.6,2,192,6,10,1,5.3,3,46.92,Needs Improvement
3176,Benjamin Mcdonald,90,8.53,90,4.9,0,95,2,8,6,4.1,7,63.29,Average
3177,Brandon Smith,77,13.75,99,2.4,6,228,3,4,1,4.9,2,42.39,Needs Improvement
3178,Tracie Guerrero,51,8.18,75,1.7,2,81,8,4,7,11.7,10,37.95,Needs Improvement
3179,Lisa Ramirez,96,9.79,63,1.1,7,230,10,5,9,3.7,7,28.61,Needs Improvement
3180,Chase Johnson,71,10.06,55,2.4,7,72,2,6,3,9.8,7,38.48,Needs Improvement
3181,Timothy Blanchard,66,14.78,80,4.0,9,197,8,2,4,9.3,4,35.08,Needs Improvement
3182,Anna Smith,76,7.15,93,1.5,7,56,10,8,4,10.4,5,56.33,Needs Improvement
3183,Beth Rogers,42,6.77,51,3.2,5,126,9,5,10,2.2,3,39.1,Needs Improvement
3184,John Stafford,74,4.62,80,4.1,3,25,4,5,3,4.0,2,70.38,Average
3185,Marcus Thomas,85,1.77,57,2.1,9,284,4,2,9,2.6,4,40.74,Needs Improvement
3186,Steven Marsh,77,11.64,99,4.6,0,98,6,9,4,6.9,3,65.64,Average
3187,Joseph Mercer,80,10.12,69,1.9,10,255,6,6,4,9.8,10,30.44,Needs Improvement
3188,Ross Diaz,55,9.25,62,2.6,3,124,3,2,4,10.7,1,51.2,Needs Improvement
3189,Travis Harris,60,11.03,50,1.1,7,45,8,2,3,8.8,3,20.73,Needs Improvement
3190,James Rich,82,12.03,55,3.8,9,270,9,7,6,2.1,10,36.96,Needs Improvement
3191,Andrew Smith,96,13.7,55,1.0,3,235,4,6,1,5.8,2,34.58,Needs Improvement
3192,Ruth Henry,75,6.68,57,1.2,1,55,3,7,2,2.2,4,29.88,Needs Improvement
3193,Ashley Sosa,55,7.91,70,4.6,3,80,2,5,10,5.3,2,46.02,Needs Improvement
3194,Michael Herrera,92,13.14,75,1.8,3,252,6,5,2,9.0,5,50.43,Needs Improvement
3195,Karen Barnes,42,6.57,92,1.5,9,23,6,9,3,3.1,4,19.7,Needs Improvement
3196,Kevin Huff,63,12.29,76,4.4,6,19,3,4,4,3.3,3,32.42,Needs Improvement
3197,Joseph Ross,57,12.46,82,4.8,4,140,6,10,7,8.3,6,58.84,Needs Improvement
3198,Allen Donovan,71,13.12,72,3.3,9,183,10,1,3,6.6,1,28.94,Needs Improvement
3199,Elizabeth Gross,50,9.83,77,4.2,9,203,6,5,9,6.7,6,22.3,Needs Improvement
3200,Mark Howell,67,6.44,100,5.0,0,161,3,10,7,2.4,8,55.76,Needs Improvement
3201,Timothy Osborne,79,5.08,86,3.4,6,300,4,8,8,3.7,6,52.81,Needs Improvement
3202,Aaron Pittman,62,4.61,79,3.6,3,76,2,8,7,10.3,3,58.32,Needs Improvement
3203,Chelsea Rhodes,93,11.62,65,4.5,6,172,5,3,2,5.7,4,48.28,Needs Improvement
3204,Jason Gonzalez,87,4.2,52,3.3,8,263,8,10,5,2.9,10,48.74,Needs Improvement
3205,Dawn Logan,52,12.74,50,4.8,9,265,7,7,1,6.9,5,25.2,Needs Improvement
3206,Russell Phillips,51,6.57,81,1.4,4,164,2,6,7,2.3,4,39.83,Needs Improvement
3207,Kenneth Espinoza,41,2.01,70,2.6,3,170,2,1,8,4.4,10,36.41,Needs Improvement
3208,Brian Chavez,89,12.94,71,3.2,3,145,10,10,6,9.1,3,68.3,Average
3209,Shawn Tyler,46,14.21,69,3.0,6,220,10,9,3,6.9,8,34.61,Needs Improvement
3210,Shelby Martinez,43,5.27,89,2.9,4,160,9,9,7,6.1,1,65.15,Average
3211,Kenneth Clark,80,2.06,93,1.3,8,223,5,6,2,2.2,9,35.99,Needs Improvement
3212,John Gates,67,4.37,95,4.9,9,213,6,6,8,8.4,10,56.25,Needs Improvement
3213,Deborah Dalton,73,9.75,65,4.5,4,73,5,9,2,3.2,9,38.85,Needs Improvement
3214,Timothy Ortiz,92,6.3,96,2.7,3,224,10,4,10,4.0,10,57.7,Needs Improvement
3215,Gary Hudson,79,10.6,79,2.4,4,38,2,6,10,3.4,1,40.86,Needs Improvement
3216,Craig Walker,42,6.85,65,2.9,8,256,6,2,9,8.1,3,41.67,Needs Improvement
3217,Troy Combs,99,14.2,85,3.9,0,247,5,8,6,7.5,7,66.64,Average
3218,Cody Davis,64,10.39,70,1.3,10,7,6,5,7,7.1,3,27.59,Needs Improvement
3219,Robert Trujillo,96,8.65,85,1.1,5,106,1,2,9,11.4,7,48.34,Needs Improvement
3220,Kelly Thomas,92,7.07,56,3.6,3,122,4,8,10,3.3,2,60.28,Average
3221,Andre Hutchinson,80,6.42,85,4.3,0,253,3,7,9,3.5,5,76.11,Average
3222,John Mcmillan,90,13.88,75,4.5,5,267,4,9,10,5.4,7,54.04,Needs Improvement
3223,John Gutierrez,65,10.34,62,3.2,5,206,2,6,5,5.4,9,31.18,Needs Improvement
3224,Holly Hughes,43,7.06,59,2.3,2,137,9,1,3,5.5,3,40.75,Needs Improvement
3225,Clinton Lee,43,7.71,81,4.6,6,187,7,6,7,9.0,5,53.63,Needs Improvement
3226,John Wilson,81,7.45,75,3.9,5,119,5,8,3,10.2,5,61.84,Average
3227,Andrew Kent,92,7.33,78,2.3,7,287,10,2,10,7.7,5,52.87,Needs Improvement
3228,Megan Bolton,62,12.6,82,3.4,0,261,5,10,8,6.6,8,65.56,Average
3229,Gina Yates,45,9.53,83,4.9,5,0,1,10,5,9.0,10,42.89,Needs Improvement
3230,Jesse Clark,73,14.08,53,4.8,4,57,9,8,9,8.2,9,46.81,Needs Improvement
3231,Johnny Reeves,75,11.13,99,4.9,8,162,6,7,3,9.7,1,71.48,Average
3232,Annette Boyer,74,12.4,72,3.1,6,31,10,1,3,7.8,3,40.95,Needs Improvement
3233,Christopher Warner,75,13.92,95,3.9,1,100,6,9,2,5.2,9,40.09,Needs Improvement
3234,Sarah Rose,40,8.36,72,1.8,8,202,8,1,1,9.6,2,33.81,Needs Improvement
3235,Alyssa Gonzalez,40,8.39,62,1.5,3,61,5,6,8,11.1,7,44.01,Needs Improvement
3236,Bill Lambert,46,3.83,83,3.5,8,96,2,6,2,8.1,2,38.9,Needs Improvement
3237,Mr. Jack Winters,76,6.29,94,4.8,2,83,4,1,4,9.6,9,62.1,Average
3238,Kevin Lewis,78,2.9,98,3.1,8,157,4,9,8,7.7,6,59.8,Needs Improvement
3239,Elizabeth Vaughn,96,1.43,84,1.2,5,152,9,8,8,7.5,7,60.07,Average
3240,Elizabeth Villa,74,5.56,88,2.3,6,164,7,10,7,3.4,7,53.43,Needs Improvement
3241,William Miller,90,3.08,63,2.7,1,177,9,1,3,8.1,5,75.34,Average
3242,Adrian Mason,94,3.41,92,1.1,10,216,2,3,4,6.2,9,28.13,Needs Improvement
3243,Benjamin Smith,60,2.84,95,3.8,3,112,3,10,5,9.5,8,71.68,Average
3244,Julie Reynolds,42,2.67,90,1.6,7,289,4,7,7,5.0,6,39.92,Needs Improvement
3245,Matthew Bailey,41,5.45,67,4.1,4,49,10,10,7,11.0,2,65.36,Average
3246,Amy Mosley MD,83,3.49,69,4.6,5,184,10,6,6,10.8,5,77.13,Average
3247,Brent Powers,88,4.77,90,1.5,1,184,6,10,3,5.4,2,63.79,Average
3248,Leslie Mcdaniel,67,13.45,54,3.2,8,44,5,2,1,2.1,7,7.49,Needs Improvement
3249,Jerry Russell PhD,90,4.33,55,4.3,8,46,2,4,1,8.9,4,53.19,Needs Improvement
3250,Elizabeth Scott,73,4.62,83,2.0,0,245,2,3,5,7.5,6,55.45,Needs Improvement
3251,Christian Harris,94,5.57,67,3.2,5,177,9,8,7,7.3,8,58.16,Needs Improvement
3252,Allen Pierce,46,12.22,55,2.4,4,217,6,8,5,4.1,10,20.57,Needs Improvement
3253,John Graves,54,2.52,99,1.1,8,137,7,3,8,3.3,10,28.12,Needs Improvement
3254,Kayla Fisher,44,9.98,75,2.6,9,224,4,6,6,8.9,1,40.43,Needs Improvement
3255,Ryan Davis,75,5.91,73,3.4,1,238,2,1,5,11.6,4,67.2,Average
3256,Brian Hernandez,77,14.43,81,4.7,3,136,7,3,6,4.9,8,37.57,Needs Improvement
3257,Mrs. Marissa Dominguez,84,1.98,80,1.9,9,234,3,9,3,9.2,4,59.14,Needs Improvement
3258,Grant Roman,41,6.4,94,2.2,0,152,8,2,2,7.9,8,49.59,Needs Improvement
3259,Morgan Alexander,72,11.44,64,2.2,1,208,3,3,10,8.5,10,37.9,Needs Improvement
3260,Mark Williams,85,4.59,71,4.2,2,231,9,2,9,6.0,5,65.93,Average
3261,Eric Aguilar,68,1.52,54,1.8,2,227,1,3,4,11.1,9,55.81,Needs Improvement
3262,Harold Ortega,86,11.64,94,3.9,9,116,6,2,10,10.8,7,43.48,Needs Improvement
3263,James Vega,67,13.2,86,1.6,10,241,3,10,4,8.7,2,41.53,Needs Improvement
3264,Leonard Hall,45,9.18,57,4.2,3,42,2,5,7,10.9,4,46.94,Needs Improvement
3265,Mark Hernandez,71,13.91,65,3.5,6,198,4,1,7,9.2,5,34.8,Needs Improvement
3266,Michelle Smith,74,14.91,60,4.6,3,221,1,5,4,5.4,10,30.21,Needs Improvement
3267,Brianna Li,61,8.74,62,2.2,10,10,5,6,4,2.7,10,1.99,Needs Improvement
3268,Tonya Garrison,86,5.31,67,3.3,0,272,10,6,9,10.2,1,85.77,Excellent
3269,Aaron Arroyo,67,10.27,85,3.4,8,116,8,4,4,2.7,6,24.59,Needs Improvement
3270,Andrew Moore,82,9.44,90,3.1,10,39,10,7,5,8.8,2,56.52,Needs Improvement
3271,Joshua Gonzalez,50,2.09,73,3.4,3,231,7,8,5,4.5,3,58.15,Needs Improvement
3272,Christine Mcdonald,65,5.46,75,1.6,2,223,4,10,7,5.9,1,64.89,Average
3273,Timothy Myers,77,6.62,81,3.9,1,241,1,3,7,11.8,8,64.56,Average
3274,Felicia Jones,95,14.16,59,2.7,7,239,10,7,2,11.4,8,52.83,Needs Improvement
3275,Kelly Pittman,75,13.31,78,1.1,10,296,1,6,4,5.0,10,12.56,Needs Improvement
3276,Sarah Chaney,49,4.78,87,1.7,5,120,10,10,4,12.0,3,65.49,Average
3277,Leah Horne,67,2.69,81,1.6,0,281,1,8,4,8.8,9,56.02,Needs Improvement
3278,Mrs. Lisa Elliott,49,2.3,91,1.4,7,131,10,10,3,8.8,9,57.49,Needs Improvement
3279,Joseph Cowan,85,14.84,89,1.3,2,61,3,6,3,8.4,9,34.54,Needs Improvement
3280,Timothy Flores,78,4.44,91,2.9,7,131,7,3,9,3.3,9,45.34,Needs Improvement
3281,David Lane,62,9.26,75,1.1,1,1,1,8,4,5.2,10,26.65,Needs Improvement
3282,Melinda White,82,8.33,58,1.8,4,258,9,2,10,5.8,1,56.67,Needs Improvement
3283,Robert Blake PhD,97,1.46,87,1.6,3,259,3,4,1,2.7,5,55.7,Needs Improvement
3284,Lindsay Diaz,97,9.98,56,4.7,1,78,7,5,7,7.2,7,58.76,Needs Improvement
3285,Tiffany Gibbs,53,5.44,94,4.3,3,199,1,6,2,8.3,9,61.37,Average
3286,Justin Morales,51,10.44,60,3.8,6,178,8,5,1,9.1,5,41.05,Needs Improvement
3287,Kenneth Perez,42,12.07,67,3.6,2,298,5,9,7,9.9,3,62.96,Average
3288,Anna Castro,96,8.34,98,3.8,1,197,9,8,6,4.9,9,73.75,Average
3289,Katherine Johnson,63,8.05,83,3.0,3,41,1,10,9,3.5,2,56.46,Needs Improvement
3290,Amanda Cohen,70,10.26,56,1.2,0,211,6,5,5,3.2,1,52.41,Needs Improvement
3291,Amanda Norton,79,1.24,57,3.5,2,33,8,8,3,7.2,9,51.0,Needs Improvement
3292,Robin Flores,65,3.56,89,3.4,7,254,1,6,9,6.3,7,51.77,Needs Improvement
3293,Jason Holmes,59,14.37,70,4.8,4,200,2,10,2,9.7,3,58.14,Needs Improvement
3294,Melissa Sanders,50,6.06,65,2.2,2,10,3,8,7,6.8,9,37.91,Needs Improvement
3295,Shirley Joseph,90,4.06,79,1.9,10,247,5,1,3,9.5,4,52.72,Needs Improvement
3296,Cynthia Aguirre,49,5.98,75,4.5,6,173,7,10,7,5.7,9,47.27,Needs Improvement
3297,Rachel Turner,41,10.35,89,2.0,7,166,4,4,3,3.9,6,22.95,Needs Improvement
3298,Jennifer Robinson,49,9.03,68,4.1,2,208,10,6,9,8.3,10,63.38,Average
3299,Michael Garcia,41,10.27,81,3.1,6,76,7,4,10,6.4,4,27.63,Needs Improvement
3300,Tyler Hughes,85,5.77,63,1.5,2,187,1,4,5,11.0,4,53.3,Needs Improvement
3301,Justin Moore,97,4.4,59,3.3,8,78,2,4,1,7.3,7,39.34,Needs Improvement
3302,Sherry Hernandez,54,9.78,81,4.2,9,104,4,5,1,9.7,10,30.54,Needs Improvement
3303,Wendy Riggs,89,9.93,95,3.0,4,38,10,9,9,10.0,4,77.5,Average
3304,Ryan Werner,46,11.31,85,4.2,8,206,3,10,1,7.8,6,51.18,Needs Improvement
3305,Maurice Graves,98,1.89,66,4.1,3,243,7,9,3,6.4,4,82.18,Excellent
3306,James Reese,75,3.74,61,2.4,6,195,8,4,10,3.0,7,42.87,Needs Improvement
3307,Laura Chang,41,3.3,77,2.2,8,56,10,7,2,6.6,2,39.2,Needs Improvement
3308,Jeffrey Clarke,73,2.94,57,2.7,3,99,2,2,5,2.9,8,28.75,Needs Improvement
3309,Melinda Rodriguez,75,6.92,73,2.6,0,253,9,8,1,8.5,3,72.31,Average
3310,Lindsay Burton,72,1.1,71,1.7,2,236,10,2,9,6.9,4,77.93,Average
3311,Sharon Alvarado,97,15.0,60,4.9,8,188,2,6,5,4.6,7,33.02,Needs Improvement
3312,Nicholas Bennett,43,2.5,98,3.0,3,187,4,8,10,11.8,3,71.03,Average
3313,Shawn Gay,40,3.79,78,2.2,5,291,9,7,2,10.0,8,52.31,Needs Improvement
3314,Christina Palmer,67,13.28,68,3.0,10,202,9,9,6,2.5,6,21.18,Needs Improvement
3315,Philip Gross,50,7.2,51,3.7,5,109,4,3,1,9.6,7,37.8,Needs Improvement
3316,Robert Evans,94,7.25,56,2.5,7,71,9,9,7,8.0,9,39.49,Needs Improvement
3317,Roger Rogers,50,10.2,99,3.8,2,177,8,7,8,3.6,9,50.88,Needs Improvement
3318,Mandy Adkins,80,10.49,64,3.2,5,170,4,6,3,4.5,10,39.28,Needs Improvement
3319,Brooke Oliver,42,6.75,93,2.2,1,188,1,7,1,2.2,4,39.7,Needs Improvement
3320,David Clark,85,4.02,92,1.6,5,221,8,10,1,7.4,2,69.1,Average
3321,Michelle Freeman,98,12.67,85,1.1,1,213,10,9,9,3.9,2,68.87,Average
3322,Douglas Reyes,51,10.33,68,2.5,9,221,3,6,2,2.4,8,18.14,Needs Improvement
3323,Christian Green,98,10.07,92,2.7,9,66,3,8,3,11.5,5,53.27,Needs Improvement
3324,Shawn Jackson,94,14.8,50,4.7,3,198,9,9,1,8.6,4,56.15,Needs Improvement
3325,Glen Serrano,46,6.52,74,4.2,2,45,2,10,3,7.7,6,43.83,Needs Improvement
3326,Michelle Dudley,85,14.74,70,2.5,0,245,6,1,2,10.0,1,52.99,Needs Improvement
3327,William Hill,97,2.33,71,2.0,7,114,3,1,3,11.9,3,56.64,Needs Improvement
3328,David Russo,63,6.49,77,1.7,2,86,6,2,8,6.4,8,38.71,Needs Improvement
3329,Paula Klein,100,3.43,52,2.6,3,44,6,6,5,3.7,8,46.62,Needs Improvement
3330,Jeffrey Colon MD,73,2.26,100,4.8,0,8,5,5,4,3.9,1,76.03,Average
3331,William Fisher,80,1.63,65,2.3,9,51,7,4,1,4.9,9,29.88,Needs Improvement
3332,Jordan Gutierrez II,45,11.98,83,1.6,3,27,2,10,4,3.2,8,17.59,Needs Improvement
3333,Veronica Cook,82,4.28,62,1.5,10,264,8,10,1,2.4,5,38.34,Needs Improvement
3334,Nicole Bennett,78,11.76,57,3.2,4,194,8,6,6,2.0,5,36.88,Needs Improvement
3335,Jessica Henderson,98,11.82,68,2.6,4,1,5,3,3,5.8,2,30.94,Needs Improvement
3336,Shelby Wilson,62,11.5,66,3.9,7,277,3,6,7,6.5,8,41.45,Needs Improvement
3337,Linda Palmer,71,1.26,82,3.3,8,161,3,7,10,5.7,7,53.77,Needs Improvement
3338,Stacey Thomas,40,4.29,82,4.5,4,144,10,4,4,6.5,10,51.93,Needs Improvement
3339,Charles Freeman,84,1.47,100,3.0,1,288,4,5,10,8.8,3,88.86,Excellent
3340,Bridget Turner,51,10.86,90,4.5,1,207,3,9,6,7.4,6,58.47,Needs Improvement
3341,Amanda Lee,51,3.7,96,3.0,3,126,10,10,3,9.9,10,66.99,Average
3342,Peter Jackson,50,2.09,65,4.7,5,16,10,10,3,4.3,1,60.5,Average
3343,Laura Butler,69,2.21,69,4.9,6,183,8,3,5,11.0,8,62.01,Average
3344,Sarah Sloan,67,6.84,57,3.1,4,256,9,6,2,6.1,10,46.32,Needs Improvement
3345,George Moreno,89,14.26,69,2.4,1,153,9,2,9,3.7,7,40.82,Needs Improvement
3346,Darius Miller,86,9.8,73,4.7,3,161,9,4,4,8.1,4,72.65,Average
3347,Felicia Gibbs,44,2.72,93,3.4,2,58,1,2,4,2.6,1,42.14,Needs Improvement
3348,David Lowe,71,2.56,79,3.8,0,110,4,4,2,8.2,6,68.65,Average
3349,Jonathan Paul,90,11.52,53,2.9,6,62,3,8,1,7.6,3,44.46,Needs Improvement
3350,Michael Salas,87,5.61,65,1.6,10,300,3,5,2,11.4,2,49.44,Needs Improvement
3351,William Bowman,74,13.21,68,2.1,3,111,10,10,5,6.6,7,49.13,Needs Improvement
3352,Brittany Brown,83,4.32,90,2.0,2,80,4,5,9,2.5,3,54.5,Needs Improvement
3353,Gordon Jones,53,11.17,55,4.1,0,187,10,4,1,10.1,3,60.23,Average
3354,Crystal Davis,85,4.04,80,4.2,1,240,1,1,9,6.9,4,62.52,Average
3355,Francisco Ferrell,49,13.15,84,2.2,1,247,7,2,4,2.2,1,37.99,Needs Improvement
3356,Lisa Herrera,81,2.03,100,1.5,4,217,3,5,7,4.4,5,44.65,Needs Improvement
3357,Michael Lester,43,13.11,92,2.6,7,248,9,1,6,4.8,6,27.9,Needs Improvement
3358,Lori Edwards,74,10.19,85,4.2,1,12,1,6,5,5.5,7,39.84,Needs Improvement
3359,Janet Hall,56,7.79,87,3.9,2,218,2,1,10,10.4,9,49.15,Needs Improvement
3360,Justin Campbell,98,5.88,59,3.0,3,47,6,1,6,4.9,9,48.43,Needs Improvement
3361,Matthew Pena,79,13.32,78,3.1,9,180,6,9,10,9.2,10,39.54,Needs Improvement
3362,Colleen Moore DVM,40,8.33,76,1.7,4,204,2,10,5,7.9,3,42.74,Needs Improvement
3363,Caitlyn Gaines,75,4.85,65,3.9,8,43,10,4,5,10.2,10,55.83,Needs Improvement
3364,Cathy Lucero,63,2.22,79,3.2,1,101,1,9,7,7.5,5,68.34,Average
3365,Michael Johnson,76,1.04,99,2.1,6,20,2,1,9,7.7,2,55.2,Needs Improvement
3366,Renee Warren,51,13.79,89,3.8,9,155,2,8,5,10.9,4,49.94,Needs Improvement
3367,Sarah Bernard,42,9.37,56,1.3,8,114,1,7,9,7.1,10,16.04,Needs Improvement
3368,Lisa Salinas,72,4.18,79,1.1,9,0,3,2,9,5.1,2,23.53,Needs Improvement
3369,Dawn Powers,72,13.02,79,2.2,9,123,6,5,10,8.4,5,39.71,Needs Improvement
3370,Terry Reed,95,2.47,93,1.1,6,97,7,7,4,2.4,8,41.21,Needs Improvement
3371,Crystal Dodson,43,1.56,94,2.9,2,129,10,6,7,7.0,6,62.97,Average
3372,Edward Berger,61,13.67,84,3.7,1,206,7,6,1,6.2,1,54.94,Needs Improvement
3373,Annette Brown,58,8.8,77,2.6,8,55,7,10,2,9.0,6,42.94,Needs Improvement
3374,Carmen Norris,43,11.53,94,2.9,7,106,5,9,2,10.9,3,43.03,Needs Improvement
3375,Charles Bradley,94,7.91,68,4.4,1,277,5,10,4,10.4,10,67.65,Average
3376,Katherine Reynolds,51,4.92,67,1.3,7,164,8,9,4,8.8,5,43.21,Needs Improvement
3377,Kelly Brewer,98,9.41,73,3.3,1,219,4,2,5,8.3,8,47.78,Needs Improvement
3378,Kimberly Richardson,60,4.95,81,3.6,6,211,4,10,4,11.8,1,74.01,Average
3379,Katherine Kelly,97,2.99,75,1.2,3,196,8,2,2,4.2,8,56.86,Needs Improvement
3380,Sara Nelson,89,7.74,62,2.9,6,52,10,4,10,3.0,6,33.32,Needs Improvement
3381,Robert Fitzgerald,73,2.64,89,2.3,1,111,8,8,7,8.6,10,65.37,Average
3382,Breanna Perez,52,8.74,90,3.3,2,65,10,2,2,9.0,4,55.14,Needs Improvement
3383,Brooke Rice,95,12.15,89,1.5,6,278,9,10,1,6.0,3,55.86,Needs Improvement
3384,Ashley Miller,47,14.41,77,1.4,3,188,10,5,3,9.9,6,37.53,Needs Improvement
3385,Lisa Sanders,64,4.46,100,4.9,8,19,9,7,4,11.3,5,60.43,Average
3386,Lisa Manning,87,3.87,94,2.5,2,177,1,9,1,3.9,6,51.02,Needs Improvement
3387,Brian Smith,80,11.34,72,5.0,5,130,6,7,7,2.1,3,45.77,Needs Improvement
3388,Devin Kramer,81,14.08,89,3.5,7,257,8,3,8,8.0,9,37.64,Needs Improvement
3389,Lori Luna,86,2.62,80,3.3,9,259,10,10,4,9.8,9,66.99,Average
3390,Olivia Rogers,40,8.16,73,1.9,7,211,2,2,6,8.8,10,31.91,Needs Improvement
3391,Rebecca Mcgee,74,8.01,86,1.7,4,209,8,9,2,6.4,8,53.03,Needs Improvement
3392,Daniel Wall,83,12.36,90,2.7,2,256,7,7,2,10.4,10,53.88,Needs Improvement
3393,Lisa Bell MD,84,7.61,94,2.7,0,217,5,3,4,11.2,6,72.23,Average
3394,Jon Sullivan,51,12.04,66,3.1,9,185,5,10,6,4.9,8,26.32,Needs Improvement
3395,Jose Bailey,62,7.81,87,1.6,6,292,7,6,8,10.2,7,54.78,Needs Improvement
3396,Karen Lopez,85,6.14,87,1.9,4,82,5,7,9,11.1,8,55.9,Needs Improvement
3397,William Bell,60,9.51,75,4.4,3,34,1,5,2,7.1,2,43.04,Needs Improvement
3398,Cassandra Pittman,56,13.56,91,2.4,2,203,10,1,7,5.1,9,39.91,Needs Improvement
3399,Dustin Smith,44,1.28,54,1.5,3,299,8,4,4,11.0,8,57.62,Needs Improvement
3400,David Hart,40,8.26,78,1.7,5,196,10,6,4,8.1,1,51.93,Needs Improvement
3401,Roberto Hays,48,1.19,96,2.9,3,132,5,9,1,11.8,3,69.6,Average
3402,Aaron Carr,78,5.7,64,1.3,8,129,3,7,5,6.2,9,30.32,Needs Improvement
3403,Andrew Miller,74,2.87,87,4.7,3,115,7,6,2,9.7,6,77.76,Average
3404,Jennifer Johnson,51,3.5,64,4.6,4,81,10,8,6,6.7,1,79.13,Average
3405,Michael White,42,8.18,61,4.1,5,73,3,9,4,8.6,4,50.81,Needs Improvement
3406,Megan Smith,97,10.93,83,3.5,9,83,4,10,10,4.2,3,47.01,Needs Improvement
3407,Richard Johnson,60,6.36,59,2.0,6,75,7,8,1,2.3,3,29.95,Needs Improvement
3408,Jamie Hart,71,2.16,62,3.1,9,197,4,6,7,6.9,8,46.76,Needs Improvement
3409,Sandra Williamson,60,10.64,98,1.4,1,107,3,1,6,8.8,8,32.88,Needs Improvement
3410,Jonathan Reynolds,47,3.14,80,4.9,6,102,3,3,10,2.9,8,46.32,Needs Improvement
3411,Phillip Robinson,82,14.92,83,3.5,6,208,2,7,9,8.7,8,43.79,Needs Improvement
3412,Randy Carter,89,7.96,64,5.0,3,196,1,10,10,7.2,4,59.95,Needs Improvement
3413,Lindsay Cobb,67,13.47,94,2.5,0,179,10,3,5,6.2,5,47.75,Needs Improvement
3414,Patricia Wilson,60,2.99,76,2.6,9,258,6,8,4,3.4,4,48.89,Needs Improvement
3415,Jennifer Cervantes,42,4.88,81,1.5,10,49,9,9,3,3.2,3,21.52,Needs Improvement
3416,Zachary Delacruz,42,2.57,50,4.8,0,177,7,7,3,3.7,6,49.14,Needs Improvement
3417,Scott Evans,55,13.24,67,1.3,7,257,4,9,4,4.4,10,18.77,Needs Improvement
3418,Michelle Mcclain,45,10.9,68,4.8,1,46,7,1,5,11.0,2,60.74,Average
3419,Bryan Nixon,66,9.73,90,3.7,9,64,5,4,5,10.7,3,53.61,Needs Improvement
3420,Edward Skinner,57,3.77,64,4.8,1,89,3,8,6,6.3,10,48.22,Needs Improvement
3421,John Harris,55,7.16,55,3.5,4,159,5,3,3,6.9,8,37.78,Needs Improvement
3422,Daniel Farrell,43,10.79,71,2.4,10,218,7,7,6,3.4,8,8.4,Needs Improvement
3423,Taylor Reynolds,57,13.12,65,3.8,7,172,3,9,5,8.8,7,41.49,Needs Improvement
3424,Donald Gamble,95,9.78,54,1.9,6,163,8,6,6,6.0,3,44.4,Needs Improvement
3425,James Williams,49,2.9,99,3.0,8,15,4,4,10,10.8,8,47.73,Needs Improvement
3426,Kimberly Duncan,57,6.64,93,3.9,1,72,10,6,1,6.5,8,56.73,Needs Improvement
3427,Timothy Simmons,98,7.45,91,3.6,5,225,3,8,4,5.0,8,50.77,Needs Improvement
3428,James Diaz,98,3.54,54,2.6,9,116,3,9,10,5.7,5,43.63,Needs Improvement
3429,Alyssa Mcguire,81,8.1,83,2.3,10,217,1,3,4,7.3,2,39.83,Needs Improvement
3430,Justin Downs,95,1.76,76,1.4,3,181,6,2,2,11.4,1,76.3,Average
3431,Emily Hodge,76,7.45,84,3.0,10,215,10,10,6,4.0,3,54.04,Needs Improvement
3432,Alison Gonzalez,83,10.93,62,2.9,3,71,5,2,8,8.1,7,50.66,Needs Improvement
3433,Deborah Martinez,45,8.08,95,4.2,0,245,10,8,1,8.4,4,75.77,Average
3434,Carolyn Sharp,53,4.64,73,2.3,1,264,2,5,6,6.7,7,51.81,Needs Improvement
3435,Patrick Lynn,100,3.49,60,1.8,9,105,9,2,5,4.9,2,41.68,Needs Improvement
3436,Jamie Washington,86,4.46,75,2.4,7,67,6,8,9,2.7,5,42.25,Needs Improvement
3437,Bradley Moses,65,7.02,62,3.3,10,227,6,2,8,11.6,1,50.27,Needs Improvement
3438,Candace Diaz,78,9.27,71,2.8,0,91,1,1,6,4.5,10,33.85,Needs Improvement
3439,Matthew Holland Jr.,64,11.2,82,1.6,5,184,2,3,7,7.5,2,39.42,Needs Improvement
3440,Kent Miller,100,7.45,97,1.4,3,4,1,6,10,9.1,1,61.62,Average
